Re,field,ratio_mean_abs,ratio_l2,alpha_origin,alpha,intercept,R2
470,pressure,1.0494939215801737,1.048567698897915,1.0484211118910918,0.8926042314039814,1.1960104679683576,0.9379434211546983
470,x-velocity,1.2481994269527057,1.0003440520006597,1.0002308448537707,1.0002308297529652,-2.886737717067444e-08,0.9997736489318367
470,y-velocity,1.0557724003203677,1.0011059293144153,1.0009915147844166,1.0009915044702924,8.37628824271015e-07,0.9997714386580789
480,pressure,1.0494995167621397,1.0485625153131786,1.0484097007738449,0.8901304757656344,1.2149107938751174,0.9348561622669262
480,x-velocity,1.317565003000122,1.0007706638911393,1.0005878950359772,1.0005879423096902,9.037055119505225e-08,0.9996347328981952
480,y-velocity,1.0697856439832314,1.0035601959129268,1.0033772648534938,1.003377253935173,8.866967036879437e-07,0.9996354711007676
490,pressure,1.1128867362389359,1.1114230706023611,1.1112318908577061,0.8986542140039748,1.5397276350486715,0.9407191876784436
490,x-velocity,1.0366648953654969,1.0006628906321677,1.000562051928335,1.000562001661601,-9.628598915690023e-08,0.9997984419798772
490,y-velocity,1.0550636598627114,1.0007575253296812,1.000658265149881,1.0006582550412615,8.01435551314426e-07,0.9998016414414311
500,pressure,1.112892448140917,1.1114179768019725,1.1112201622153894,0.8963475036494135,1.556350484712727,0.9378463419336354
500,x-velocity,1.046153946325608,1.0010819792948331,1.000931978327756,1.0009319914320634,2.5101317906407806e-08,0.9997003085409377
500,y-velocity,1.0661452639648135,1.0030541324092395,1.0029021803974292,1.002902169680455,8.496673265271737e-07,0.9996970461495965
510,pressure,1.1128981138786052,1.1114130893089276,1.11120865228021,0.894080003886069,1.5726909111122709,0.9349674733621919
510,x-velocity,1.0604564656242,1.0014999033138947,1.0012517656568536,1.0012518373099195,1.372515358686241e-07,0.999504469542361
510,y-velocity,1.0776575197388742,1.0052941661611923,1.005052588035306,1.0050525767273097,8.965250183094473e-07,0.9995194480130138
520,pressure,1.1841379332471202,1.1819553794492936,1.1816873754188422,0.9030385044801058,1.898304961494464,0.9413549705238594
520,x-velocity,1.1490726283585682,1.001343408045636,1.0012296074961677,1.001229569808553,-7.2347877787936e-08,0.9997726897684961
520,y-velocity,1.05541960627461,1.0021824295925432,1.0020673742449997,1.0020673638926527,8.003240871619656e-07,0.9997704052539919
530,pressure,1.184143714062156,1.181950562315987,1.181675483692722,0.9009282602411861,1.9126000597397639,0.9386796711226355
530,x-velocity,1.2689208285132614,1.0017532497923103,1.0015732400803452,1.001573263658449,4.526223872765857e-08,0.9996405996800876
530,y-velocity,1.0673625873197525,1.00428036841817,1.0041001893413355,1.0041001783721648,8.480097925795814e-07,0.9996412117752798
540,pressure,1.2647684635902385,1.2616416571974711,1.261265819091464,0.9101675753500935,2.2414556210983076,0.9453634096041577
540,x-velocity,1.027674850941846,1.0015647528632152,1.0014757224390751,1.0014756115530639,-2.1336737447432361e-07,0.9998222039491779
540,y-velocity,1.067419279367713,1.0010051050598974,1.0009217932260908,1.000921783614495,7.235845421664554e-07,0.9998335519142155
550,pressure,1.2647742968756062,1.2616369534536336,1.2612534886873232,0.9082153962791711,2.2538398604835663,0.9428592709972413
550,x-velocity,1.0361298095850848,1.0019484188615728,1.00182943440763,1.0018293906395286,-8.421878415468555e-08,0.9997624794271632
550,y-velocity,1.080984983084663,1.0029299738464015,1.002809474547358,1.0028094640854373,7.875990866657984e-07,0.999759721481523
560,pressure,1.2647802457749944,1.2616322850655024,1.2612412802629598,0.9062725102142509,2.266165550876773,0.9403923370824044
560,x-velocity,1.0504217998070486,1.002345597008201,1.0021595422625469,1.002159556461453,2.732159628344921e-08,0.9996287511745532
560,y-velocity,1.0947784399614893,1.0048460823736003,1.0046601780852686,1.0046601670091921,8.338342670342601e-07,0.99963002053949
570,pressure,1.2647860837977623,1.2616278476392337,1.2612293268883488,0.9043697911139881,2.2782364385541976,0.9379119958208085
570,x-velocity,1.066742736692594,1.0027375595954302,1.0024479485584834,1.0024480196884247,1.368685558632677e-07,0.9994223734495183
570,y-velocity,1.1091900009941178,1.006711081466979,1.0064317972476655,1.0064317854939384,8.848494293360432e-07,0.9994452340977215
580,pressure,1.3567461937074197,1.3523219145479153,1.3517649692078717,0.9141241382702052,2.6075196208441147,0.9451908821042573
580,x-velocity,1.0623017787190538,1.002480668936414,1.0023713043974545,1.0023712331294639,-1.37486145556e-07,0.9997817979825494
580,y-velocity,1.0441767184160762,1.0030907595663325,1.002980820017325,1.0029808096528554,7.586577650840597e-07,0.9997808118696145
590,pressure,1.3567522633093725,1.352317408377264,1.3517523971056213,0.9123471432884673,2.6180322763197794,0.9429183386790086
590,x-velocity,1.0854599957286835,1.0028646399423247,1.0026994000674883,1.0026993871116106,-2.499374338295824e-08,0.999670451972773
590,y-velocity,1.0525246595212248,1.004845718902463,1.0046792887892237,1.0046792777828346,8.056449415248948e-07,0.9996687740024548
600,pressure,1.3567582865104229,1.3523130646015205,1.3517400296903619,0.9105967960604239,2.6283873806475775,0.9406439141672068
600,x-velocity,1.1251943791572607,1.0032453634549805,1.002992440330904,1.00299248232893,8.102019353058338e-08,0.9994957934079078
600,y-velocity,1.0613808220754315,1.0065567879250428,1.0063093625981947,1.006309350913416,8.553016629489908e-07,0.9995084350815898
610,pressure,1.4625763732474781,1.456388594589813,1.4555696362922474,0.9207015994604876,2.960390918816688,0.9482671971051184
610,x-velocity,1.0392284121814124,1.0029327878633985,1.002840692989757,1.0028405672116523,-2.4332198700089806e-07,0.9998163354996362
610,y-velocity,1.0493275809542948,1.002711526775541,1.0026230010018233,1.0026229910071933,7.100956187329932e-07,0.9998234362918205
620,pressure,1.4625825874579848,1.456384197817637,1.455556605513326,0.9190804631248239,2.969291471399487,0.9461950799699764
620,x-velocity,1.0533827870017007,1.0033077962474826,1.0031809856703444,1.0031809196757522,-1.276687629162177e-07,0.9997472008701258
620,y-velocity,1.0586640974954222,1.0043330048233468,1.004204665777402,1.0042046551210442,7.571098784429158e-07,0.9997444470515765
630,pressure,1.462588722549988,1.4563799766788104,1.4555438111371155,0.9174873512332941,2.978038222558728,0.944120853452258
630,x-velocity,1.0723327068756023,1.003680383370651,1.0034905231808178,1.0034905157340406,-1.4406039238900527e-08,0.99962166272607
630,y-velocity,1.0700532347937097,1.005920022836124,1.0057300315319941,1.0057300201697168,8.072638718843158e-07,0.9996222909376259
640,pressure,1.4625948932471498,1.456375842452818,1.4555311351783482,0.9159056770673304,2.9867223235413456,0.9420489516759286
640,x-velocity,1.092347764438314,1.0040493948016591,1.0037698641636024,1.003769909265974,8.725206343249458e-08,0.9994432047200775
640,y-velocity,1.0818074933068553,1.0074661565691239,1.0071938263868014,1.007193814357747,8.546368842479004e-07,0.9994594508686878
650,pressure,1.5855971843349357,1.576936269215134,1.5757086798946829,0.9264343685186814,3.3207002928936333,0.9501440739352724
650,x-velocity,1.0444881839156965,1.0036743596648203,1.0035834102208985,1.0035832635568536,-2.845935151855109e-07,0.9998187538727185
650,y-velocity,1.0490914167107253,1.0033706871681367,1.003283962029038,1.003283952021989,6.887328013887616e-07,0.9998271410467388
660,pressure,1.5856034831056052,1.576932108761538,1.5756952870948546,0.9249828374665693,3.3280556218076307,0.9482604552269676
660,x-velocity,1.0528902442600168,1.0040346428943927,1.003911900178108,1.0039118135431715,-1.681103310311604e-07,0.9997554870053998
660,y-velocity,1.056910798128389,1.0048341494058373,1.004710343307893,1.004710332572102,7.388883190533934e-07,0.9997535955597178
670,pressure,1.5856098476763927,1.5769280128337935,1.575682001155341,0.9235393152896485,3.3353705360268595,0.9463841259505358
670,x-velocity,1.0636954873934947,1.0043943343047061,1.004215898016807,1.0042158663173497,-6.151105480214298e-08,0.9996446781997441
670,y-velocity,1.0650953038508486,1.0062684982379786,1.0060890455918432,1.0060890341814106,7.853204236630957e-07,0.9996433637925933
680,pressure,1.5856161409742044,1.5769240654148686,1.5756689256261653,0.9221176724404867,3.342574625007563,0.9445054620587587
680,x-velocity,1.0766471969317841,1.004750397802427,1.0044935896522889,1.004493611118932,4.1654839597080145e-08,0.9994888168015552
680,y-velocity,1.0735288458035674,1.00767031581285,1.0074174936156644,1.0074174815237769,8.322213397934678e-07,0.999498269152351
690,pressure,1.7302710746781214,1.7180848250364578,1.7162294331359085,0.9330282634980929,3.6791205275631165,0.9529767404692991
690,x-velocity,1.0296005962153398,1.004310349036775,1.0042267115821975,1.004226509282111,-3.938680068061514e-07,0.9998334305696065
690,y-velocity,1.062953738974652,1.0033522911062756,1.0032789513435212,1.003278941687175,6.423389383779743e-07,0.9998538168939426
700,pressure,1.7302775663820384,1.7180807796087583,1.7162154744095648,0.9317248638318956,3.6851777307630194,0.9512911518312902
700,x-velocity,1.0355528459744816,1.00466221416406,1.00456197858288,1.0045618368424383,-2.7596145107644765e-07,0.9998004456635571
700,y-velocity,1.0603053983264457,1.0046929587532056,1.0045948490079277,1.0045948386217043,6.908902493667901e-07,0.9998047077525204
710,pressure,1.7302843568123447,1.7180766485975856,1.7162015138147773,0.9304137851083466,3.6912709978816136,0.9496488735037694
710,x-velocity,1.0438645977178345,1.0050134182511217,1.0048753501129233,1.0048752522546576,-1.9052508046523205e-07,0.9997252276899686
710,y-velocity,1.05888400770833,1.0060045134430478,1.0058650775685507,1.0058650661952948,7.565475482607932e-07,0.9997228133368291
720,pressure,1.7302908677066149,1.718072786919163,1.716187847493532,0.929133890848069,3.6972191570310966,0.9479681373736204
720,x-velocity,1.0540302021082524,1.005359333052073,1.00516407200387,1.0051640270456048,-8.753146279191057e-08,0.9996115515690547
720,y-velocity,1.058512498485654,1.0072857033495168,1.0070897972103376,1.0070897851433256,8.026961061846092e-07,0.9996110610684098
730,pressure,1.730297301070858,1.7180690593227221,1.7161743927592037,0.9278730878746253,3.7030786279939285,0.946287230731342
730,x-velocity,1.0655076350208101,1.0057008154182479,1.0054297066404723,1.0054297137492765,1.3840480064049698e-08,0.9994608650981545
730,y-velocity,1.0747406307701761,1.0085389743024875,1.0082718888682238,1.0082718760956215,8.496319257418632e-07,0.9994704236253159
740,pressure,1.9025260391757133,1.8851791694519775,1.8823312476096976,0.9392181070316151,4.041217901314564,0.9551991647161688
740,x-velocity,1.0705599989135302,1.0051945456669988,1.0051126201563225,1.0051123719560466,-4.850202722969189e-07,0.9998369836699764
740,y-velocity,1.034810012328489,1.0039990165846198,1.0039305502519635,1.0039305404166294,6.307093481176332e-07,0.9998636183576834
750,pressure,1.9025327964269454,1.8851752645112498,1.8823166381788117,0.9380582658984917,4.046125192557902,0.9536997405383705
750,x-velocity,1.0723628022566343,1.0055288019933117,1.0054352999096505,1.005435107893758,-3.752276278034771e-07,0.9998140111253884
750,y-velocity,1.0418181475236512,1.0051890702334165,1.0051004418022815,1.0051004312534024,6.764667870364632e-07,0.9998236670584079
760,pressure,1.9025395092214958,1.885171472909398,1.8823022288811238,0.9369132169173429,4.050969957339714,0.952202682152094
760,x-velocity,1.0774235445463265,1.0058621155357628,1.0057398000379862,1.0057396622226544,-2.6931166601263146e-07,0.9997567810527218
760,y-velocity,1.0489439381609027,1.0063587856531753,1.0062364328525633,1.0062364216004038,7.21565971196134e-07,0.9997568566180712
770,pressure,1.902546193542048,1.8851677804999498,1.8822880009868235,0.9357813484263424,4.055759021336695,0.950709449622995
770,x-velocity,1.0845537906477607,1.0061902946212748,1.006022658969533,1.00602257403506,-1.6597460062430032e-07,0.9996667800341836
770,y-velocity,1.0562310745172432,1.0075039818500928,1.007334844616467,1.00733483264551,7.67660216236266e-07,0.9996642746061296
780,pressure,1.9025528382497923,1.8851641880225527,1.88227396090373,0.9346633254449277,4.060489562413353,0.949220761250617
780,x-velocity,1.0928884172981275,1.0065174959473497,1.006288989329651,1.006288955148581,-6.679490013301996e-08,0.9995459443296714
780,y-velocity,1.0637599886682816,1.008629287197219,1.0084010333256277,1.0084010206428653,8.133060816671161e-07,0.9995474506506511
790,pressure,1.9025595230715266,1.8851606525697429,1.8822600314526896,0.9335524375772984,4.065190003748952,0.9477374083958674
790,x-velocity,1.1019893088955173,1.0068399813454048,1.0065358178122255,1.0065358298479248,2.351954477181142e-08,0.9993958260458138
790,y-velocity,1.071409143882244,1.0097258420848039,1.0094266259582438,1.0094266125769378,8.581014966024464e-07,0.9994074214640737
800,pressure,2.1112593033720923,2.0861240108422847,2.081676393788998,0.9453671742715172,4.4052093119776305,0.9571241733765282
800,x-velocity,1.0317065392922913,1.0062625137733041,1.006180597604231,1.0061803173727777,-5.498543209994293e-07,0.9998371755006158
800,y-velocity,1.0692014179131752,1.0049602245871543,1.0048939156696375,1.0048939058608508,6.045282071177946e-07,0.9998680419518472
810,pressure,2.111266215398607,2.0861203363980576,2.081661223798509,0.9443603309827808,4.40905380111214,0.9558108381777279
810,x-velocity,1.0325764733377676,1.0065808652392965,1.0064893891163373,1.00648916471541,-4.4030681818301756e-07,0.9998182312833316
810,y-velocity,1.0779879065046925,1.0060158910458021,1.0059316247232584,1.005931614188227,6.492875502124738e-07,0.9998324831766682
820,pressure,2.111273211942047,2.086116703832538,2.0816461507274773,0.9433581116686109,4.412880739895933,0.954504457464741
820,x-velocity,1.0389342682684206,1.0068956090997874,1.0067803638166706,1.0067801904610574,-3.401485871436424e-07,0.999771074514747
820,y-velocity,1.0881919913282596,1.0070480168821203,1.0069345413931448,1.0069345301397443,6.935615983324844e-07,0.9997746512062123
830,pressure,2.1112801064477913,2.0861131891615767,2.0816313238207877,0.9423717201074677,4.416647272446654,0.9532026117602276
830,x-velocity,1.0476672125144373,1.0072101182109143,1.0070578481771428,1.00705772639242,-2.3895910122578403e-07,0.9996976276506616
830,y-velocity,1.0985952400624794,1.0080688741778532,1.0079156129232092,1.0079156009553567,7.375941933386351e-07,0.9996959553655104
840,pressure,2.1112869511743786,2.0861097705925014,2.081616685118784,0.9413972694625543,4.420368242439703,0.9519028068061283
840,x-velocity,1.0575247878991012,1.007518736136326,1.0073164688237919,1.0073163967801555,-1.4135995300067377e-07,0.999598477763965
