nodenumber,x-coordinate,y-coordinate,pressure,x-velocity,y-velocity
8962,0.0,-0.01,13.46514619,0.0,0.0
8963,0.0001,-0.01,13.4651058,0.0,0.0
8964,0.0002,-0.01,13.46495135,0.0,0.0
8969,0.0003,-0.01,13.46459649,0.0,0.0
8975,0.0004,-0.01,13.46399422,0.0,0.0
8982,0.0005,-0.01,13.46316763,0.0,0.0
8990,0.0006,-0.01,13.46216037,0.0,0.0
8999,0.0007,-0.01,13.46104945,0.0,0.0
9009,0.0008,-0.01,13.45982571,0.0,0.0
9020,0.0009,-0.01,13.45854018,0.0,0.0
9032,0.001,-0.01,13.45725736,0.0,0.0
9045,0.0011,-0.01,13.45595616,0.0,0.0
9059,0.0012,-0.01,13.45467421,0.0,0.0
9074,0.0013,-0.01,13.45343218,0.0,0.0
9090,0.0014,-0.01,13.45224326,0.0,0.0
9107,0.0015,-0.01,13.45111733,0.0,0.0
9125,0.0016,-0.01,13.45006301,0.0,0.0
9144,0.0017,-0.01,13.44908701,0.0,0.0
9164,0.0018,-0.01,13.44819409,0.0,0.0
9185,0.0019,-0.01,13.4473882,0.0,0.0
9207,0.002,-0.01,13.44667349,0.0,0.0
9230,0.0021,-0.01,13.44605322,0.0,0.0
9254,0.0022,-0.01,13.44552945,0.0,0.0
9279,0.0023,-0.01,13.4451019,0.0,0.0
9305,0.0024,-0.01,13.44476642,0.0,0.0
9332,0.0025,-0.01,13.44451703,0.0,0.0
9360,0.0026,-0.01,13.44436456,0.0,0.0
9389,0.0027,-0.01,13.44434598,0.0,0.0
9419,0.0028,-0.01,13.44447163,0.0,0.0
9450,0.0029,-0.01,13.44470839,0.0,0.0
9482,0.003,-0.01,13.4450399,0.0,0.0
9515,0.0031,-0.01,13.44547652,0.0,0.0
9549,0.0032,-0.01,13.4460285,0.0,0.0
9581,0.0033,-0.01,13.4467009,0.0,0.0
9613,0.0034,-0.01,13.44749491,0.0,0.0
9645,0.0035,-0.01,13.44841069,0.0,0.0
9677,0.0036,-0.01,13.44944939,0.0,0.0
9709,0.0037,-0.01,13.45061182,0.0,0.0
4,0.0038,-0.01,13.45189715,0.0,0.0
1,0.0039,-0.01,13.45330404,0.0,0.0
7,0.004,-0.01,13.45483057,0.0,0.0
12,0.0041,-0.01,13.4564738,0.0,0.0
18,0.0042,-0.01,13.45822983,0.0,0.0
25,0.0043,-0.01,13.46009367,0.0,0.0
33,0.0044,-0.01,13.46205923,0.0,0.0
42,0.0045,-0.01,13.46411927,0.0,0.0
52,0.0046,-0.01,13.46626537,0.0,0.0
63,0.0047,-0.01,13.46848809,0.0,0.0
77,0.0048,-0.01,13.47077654,0.0,0.0
91,0.0049,-0.01,13.47311845,0.0,0.0
106,0.005,-0.01,13.47550066,0.0,0.0
122,0.0051,-0.01,13.47791015,0.0,0.0
139,0.0052,-0.01,13.48033211,0.0,0.0
157,0.0053,-0.01,13.48274967,0.0,0.0
176,0.0054,-0.01,13.48514668,0.0,0.0
196,0.0055,-0.01,13.48750652,0.0,0.0
217,0.0056,-0.01,13.48981167,0.0,0.0
239,0.0057,-0.01,13.49204409,0.0,0.0
262,0.0058,-0.01,13.49418559,0.0,0.0
288,0.0059,-0.01,13.49621842,0.0,0.0
314,0.006,-0.01,13.49812551,0.0,0.0
7275,0.0061,-0.01,13.49989085,0.0,0.0
7243,0.0062,-0.01,13.50149918,0.0,0.0
7212,0.0063,-0.01,13.50293517,0.0,0.0
7181,0.0064,-0.01,13.50418536,0.0,0.0
7150,0.0065,-0.01,13.50523874,0.0,0.0
7119,0.0066,-0.01,13.50608532,0.0,0.0
7088,0.0067,-0.01,13.50672277,0.0,0.0
7058,0.0068,-0.01,13.50716673,0.0,0.0
7029,0.0069,-0.01,13.50739082,0.0,0.0
7000,0.007,-0.01,13.50733047,0.0,0.0
6972,0.0071,-0.01,13.50701198,0.0,0.0
6945,0.0072,-0.01,13.50649483,0.0,0.0
6918,0.0073,-0.01,13.50577732,0.0,0.0
6889,0.0074,-0.01,13.50485046,0.0,0.0
6861,0.0075,-0.01,13.50372267,0.0,0.0
6834,0.0076,-0.01,13.50240728,0.0,0.0
6808,0.0077,-0.01,13.50091756,0.0,0.0
6783,0.0078,-0.01,13.49926944,0.0,0.0
6759,0.0079,-0.01,13.49748219,0.0,0.0
6736,0.008,-0.01,13.49557228,0.0,0.0
6714,0.0081,-0.01,13.49359094,0.0,0.0
6693,0.0082,-0.01,13.49152791,0.0,0.0
6673,0.0083,-0.01,13.4893736,0.0,0.0
6654,0.0084,-0.01,13.48727044,0.0,0.0
6636,0.0085,-0.01,13.4851527,0.0,0.0
6619,0.0086,-0.01,13.48301129,0.0,0.0
6603,0.0087,-0.01,13.48098086,0.0,0.0
6588,0.0088,-0.01,13.47902667,0.0,0.0
6574,0.0089,-0.01,13.47717114,0.0,0.0
6561,0.009,-0.01,13.47546691,0.0,0.0
6549,0.0091,-0.01,13.47393793,0.0,0.0
6538,0.0092,-0.01,13.47260098,0.0,0.0
6528,0.0093,-0.01,13.47147645,0.0,0.0
6519,0.0094,-0.01,13.47058714,0.0,0.0
6511,0.0095,-0.01,13.46994645,0.0,0.0
6504,0.0096,-0.01,13.46955386,0.0,0.0
6498,0.0097,-0.01,13.46939073,0.0,0.0
6493,0.0098,-0.01,13.46942114,0.0,0.0
6490,0.0099,-0.01,13.46952477,0.0,0.0
6491,0.01,-0.01,13.46957033,0.0,0.0
240,0.005700029141,-0.009900172364,13.49176403,-0.0007570124773,-1.306220371e-05
263,0.005800039412,-0.009900162478,13.49387258,-0.0007380674545,-1.473074413e-05
218,0.005600007125,-0.009900150892,13.4895654,-0.0007738902468,-1.134937948e-05
289,0.005900044556,-0.00990013077,13.49587378,-0.0007170513889,-1.634121032e-05
197,0.005499993954,-0.009900114765,13.48729502,-0.0007885210115,-9.601658962e-06
315,0.006000038471,-0.009900080366,13.4977507,-0.0006940303547,-1.78796323e-05
177,0.005399987828,-0.00990007351,13.48497063,-0.0008007942475,-7.830081032e-06
7274,0.006100028725,-0.009900045921,13.49948775,-0.0006688789514,-1.932269569e-05
158,0.005299987917,-0.009900043539,13.48260956,-0.0008105585038,-6.04555604e-06
140,0.005199990734,-0.009900022282,13.48022825,-0.0008178240634,-4.262709141e-06
