nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity
         1, 3.900000000E-03,-1.000000000E-02, 1.722301518E+00, 0.000000000E+00, 0.000000000E+00
         2, 3.900000000E-03,-9.900000003E-03, 1.722619439E+00,-2.263204053E-03, 1.208822387E-04
         3, 3.800000000E-03,-9.900000004E-03, 1.723978246E+00,-2.099734851E-03, 1.214390156E-04
         4, 3.800000000E-03,-1.000000000E-02, 1.723639488E+00, 0.000000000E+00, 0.000000000E+00
         5, 3.900000002E-03,-9.800000008E-03, 1.723535754E+00,-4.623562090E-03, 3.573382816E-04
         6, 3.800000001E-03,-9.800000013E-03, 1.724954155E+00,-4.323128923E-03, 3.613615758E-04
         7, 4.000000000E-03,-1.000000000E-02, 1.721283278E+00, 0.000000000E+00, 0.000000000E+00
         8, 4.000000001E-03,-9.900000002E-03, 1.721577494E+00,-2.424420037E-03, 1.190007761E-04
         9, 3.900000004E-03,-9.700000017E-03, 1.724378461E+00,-7.053477075E-03, 7.068564543E-04
        10, 3.800000003E-03,-9.700000026E-03, 1.725901396E+00,-6.641741194E-03, 7.200346302E-04
        11, 4.000000001E-03,-9.800000005E-03, 1.722422249E+00,-4.916631237E-03, 3.493109093E-04
        12, 4.100000000E-03,-1.000000000E-02, 1.720607063E+00, 0.000000000E+00, 0.000000000E+00
        13, 4.100000000E-03,-9.900000001E-03, 1.720880801E+00,-2.581927298E-03, 1.157158703E-04
        14, 3.900000008E-03,-9.600000034E-03, 1.724497233E+00,-9.517337196E-03, 1.154851535E-03
        15, 3.800000007E-03,-9.600000052E-03, 1.726181063E+00,-9.018484762E-03, 1.184650183E-03
        16, 4.000000003E-03,-9.700000010E-03, 1.723146096E+00,-7.450396436E-03, 6.856897132E-04
        17, 4.100000001E-03,-9.800000003E-03, 1.721647559E+00,-5.198882892E-03, 3.368388221E-04
        18, 4.200000000E-03,-1.000000000E-02, 1.720314546E+00, 0.000000000E+00, 0.000000000E+00
        19, 4.200000000E-03,-9.900000001E-03, 1.720565931E+00,-2.732679685E-03, 1.110676714E-04
        20, 3.900000017E-03,-9.500000067E-03, 1.723700358E+00,-1.197914145E-02, 1.673577774E-03
        21, 3.800000017E-03,-9.500000105E-03, 1.725609735E+00,-1.141498678E-02, 1.728533778E-03
        22, 4.000000006E-03,-9.600000020E-03, 1.723094298E+00,-9.992691516E-03, 1.112136710E-03
        23, 4.100000002E-03,-9.700000006E-03, 1.722240030E+00,-7.827888743E-03, 6.563360930E-04
        24, 4.200000001E-03,-9.800000001E-03, 1.721245326E+00,-5.466638042E-03, 3.200095227E-04
        25, 4.300000000E-03,-1.000000000E-02, 1.720465454E+00, 0.000000000E+00, 0.000000000E+00
        26, 4.300000000E-03,-9.900000001E-03, 1.720674946E+00,-2.875397067E-03, 1.047193556E-04
        27, 3.900000035E-03,-9.400000131E-03, 1.721701792E+00,-1.440786871E-02, 2.244629880E-03
        28, 3.800000041E-03,-9.400000203E-03, 1.723910465E+00,-1.379642329E-02, 2.333261533E-03
        29, 4.000000012E-03,-9.500000035E-03, 1.722065023E+00,-1.251102147E-02, 1.600036462E-03
        30, 4.100000004E-03,-9.600000011E-03, 1.722010300E+00,-1.043925320E-02, 1.056129110E-03
        31, 4.200000001E-03,-9.700000004E-03, 1.721694872E+00,-8.181390239E-03, 6.187382521E-04
