nodenumber,    x-coordinate,    y-coordinate,        pressure,      x-velocity,      y-velocity
         1, 3.900000000E-03,-1.000000000E-02, 2.853505157E+00, 0.000000000E+00, 0.000000000E+00
         2, 3.900000000E-03,-9.900000003E-03, 2.853818504E+00,-1.656677185E-03, 6.892156566E-05
         3, 3.800000000E-03,-9.900000004E-03, 2.854404897E+00,-1.562552365E-03, 7.039598326E-05
         4, 3.800000000E-03,-1.000000000E-02, 2.854078847E+00, 0.000000000E+00, 0.000000000E+00
         5, 3.900000002E-03,-9.800000008E-03, 2.854728354E+00,-3.339112925E-03, 2.053354726E-04
         6, 3.800000001E-03,-9.800000013E-03, 2.855362751E+00,-3.163758984E-03, 2.105598097E-04
         7, 4.000000000E-03,-1.000000000E-02, 2.853160988E+00, 0.000000000E+00, 0.000000000E+00
         8, 4.000000001E-03,-9.900000002E-03, 2.853467169E+00,-1.748290844E-03, 6.689151031E-05
         9, 3.900000004E-03,-9.700000017E-03, 2.855709739E+00,-5.042919086E-03, 4.106290988E-04
        10, 3.800000003E-03,-9.700000026E-03, 2.856422258E+00,-4.798119699E-03, 4.229529149E-04
        11, 4.000000001E-03,-9.800000005E-03, 2.854325805E+00,-3.508331920E-03, 1.977994095E-04
        12, 4.100000000E-03,-1.000000000E-02, 2.853091113E+00, 0.000000000E+00, 0.000000000E+00
        13, 4.100000000E-03,-9.900000001E-03, 2.853376920E+00,-1.836043142E-03, 6.405642281E-05
        14, 3.900000008E-03,-9.600000034E-03, 2.856292095E+00,-6.761433345E-03, 6.798301745E-04
        15, 3.800000007E-03,-9.600000052E-03, 2.857105195E+00,-6.457634265E-03, 7.034258176E-04
        16, 4.000000003E-03,-9.700000010E-03, 2.855216743E+00,-5.277436810E-03, 3.941471982E-04
        17, 4.100000001E-03,-9.800000003E-03, 2.854168301E+00,-3.669591916E-03, 1.883107062E-04
        18, 4.200000000E-03,-1.000000000E-02, 2.853321542E+00, 0.000000000E+00, 0.000000000E+00
        19, 4.200000000E-03,-9.900000001E-03, 2.853567126E+00,-1.919290669E-03, 6.032264731E-05
        20, 3.900000017E-03,-9.500000067E-03, 2.856407715E+00,-8.486358772E-03, 1.000494649E-03
        21, 3.800000017E-03,-9.500000105E-03, 2.857350622E+00,-8.132820302E-03, 1.039749054E-03
        22, 4.000000006E-03,-9.600000020E-03, 2.855690817E+00,-7.050329373E-03, 6.493532604E-04
        23, 4.100000002E-03,-9.700000006E-03, 2.854960118E+00,-5.499250760E-03, 3.734215155E-04
        24, 4.200000001E-03,-9.800000001E-03, 2.854269893E+00,-3.821159996E-03, 1.769650814E-04
        25, 4.300000000E-03,-1.000000000E-02, 2.853826406E+00, 0.000000000E+00, 0.000000000E+00
        26, 4.300000000E-03,-9.900000001E-03, 2.854033145E+00,-1.997199706E-03, 5.592286389E-05
        27, 3.900000035E-03,-9.400000131E-03, 2.855920831E+00,-1.020947566E-02, 1.364967656E-03
        28, 3.800000041E-03,-9.400000203E-03, 2.857026231E+00,-9.814020634E-03, 1.424480034E-03
        29, 4.000000012E-03,-9.500000035E-03, 2.855669688E+00,-8.820230549E-03, 9.512243157E-04
        30, 4.100000004E-03,-9.600000011E-03, 2.855317399E+00,-7.321371868E-03, 6.119589485E-04
        31, 4.200000001E-03,-9.700000004E-03, 2.854954263E+00,-5.705823985E-03, 3.483641195E-04
        32, 4.300000000E-03,-9.800000001E-03, 2.854642227E+00,-3.961279956E-03, 1.631851893E-04
        33, 4.400000000E-03,-1.000000000E-02, 2.854606162E+00, 0.000000000E+00, 0.000000000E+00
        34, 4.399999998E-03,-9.900000001E-03, 2.854778423E+00,-2.068290991E-03, 5.073498363E-05
        35, 3.900000068E-03,-9.300000249E-03, 2.854710544E+00,-1.192320136E-02, 1.765821263E-03
        36, 3.800000088E-03,-9.300000357E-03, 2.856016385E+00,-1.149208789E-02, 1.850009315E-03
        37, 4.000000030E-03,-9.400000093E-03, 2.855016178E+00,-1.058066037E-02, 1.291949476E-03
        38, 4.100000008E-03,-9.500000022E-03, 2.855154662E+00,-9.131202848E-03, 8.917814104E-04
        39, 4.200000002E-03,-9.600000005E-03, 2.855186336E+00,-7.571601423E-03, 5.675211375E-04
        40, 4.300000000E-03,-9.700000002E-03, 2.855209602E+00,-5.894713332E-03, 3.188505160E-04
        41, 4.399999997E-03,-9.800000002E-03, 2.855290768E+00,-4.087996201E-03, 1.469978296E-04
        42, 4.500000000E-03,-1.000000000E-02, 2.855672231E+00, 0.000000000E+00, 0.000000000E+00
        43, 4.499999988E-03,-9.900000007E-03, 2.855809074E+00,-2.131721606E-03, 4.478041909E-05
        44, 3.900000148E-03,-9.200000503E-03, 2.852630041E+00,-1.362075988E-02, 2.198059290E-03
        45, 3.800000216E-03,-9.200000870E-03, 2.854177730E+00,-1.315871805E-02, 2.310824672E-03
        46, 4.000000058E-03,-9.300000169E-03, 2.853605056E+00,-1.232579371E-02, 1.664652762E-03
        47, 4.100000018E-03,-9.400000046E-03, 2.854332699E+00,-1.092415453E-02, 1.205475388E-03
        48, 4.200000006E-03,-9.500000013E-03, 2.854879718E+00,-9.415982353E-03, 8.222662424E-04
        49, 4.300000000E-03,-9.600000003E-03, 2.855311321E+00,-7.798183439E-03, 5.160885797E-04
        50, 4.399999996E-03,-9.700000003E-03, 2.855731842E+00,-6.063605011E-03, 2.849797462E-04
        51, 4.499999982E-03,-9.800000008E-03, 2.856217243E+00,-4.199509026E-03, 1.286447852E-04
        52, 4.600000000E-03,-1.000000000E-02, 2.857020784E+00, 0.000000000E+00, 0.000000000E+00
